v1,date_elec,mtr_number,conload,imp,date_md,date,tavg,tmin,tmax,prcp,wdir,wspd,wpgt,pres,_merge,date2
3282,2021-07-27,USS 0009070,288,1.35,2021-07-27,27-07-2021,27.6,26,30.200001,,224,14.1,,999.59998,Matched (3),27jul2021
3283,2021-07-27,USS 0009072,288,2.1400001,2021-07-27,27-07-2021,27.6,26,30.200001,,224,14.1,,999.59998,Matched (3),27jul2021
3284,2021-07-27,USS 0009073,288,2.6700001,2021-07-27,27-07-2021,27.6,26,30.200001,,224,14.1,,999.59998,Matched (3),27jul2021
3285,2021-07-27,USS 0009074,288,2.79,2021-07-27,27-07-2021,27.6,26,30.200001,,224,14.1,,999.59998,Matched (3),27jul2021
3286,2021-07-27,USS 0009075,288,2.25,2021-07-27,27-07-2021,27.6,26,30.200001,,224,14.1,,999.59998,Matched (3),27jul2021
3287,2021-07-27,USS 0009076,288,2.8399999,2021-07-27,27-07-2021,27.6,26,30.200001,,224,14.1,,999.59998,Matched (3),27jul2021
3288,2021-07-27,USS 0015695,288,1.03,2021-07-27,27-07-2021,27.6,26,30.200001,,224,14.1,,999.59998,Matched (3),27jul2021
3289,2021-07-27,USS 0017113,96,1.52,2021-07-27,27-07-2021,27.6,26,30.200001,,224,14.1,,999.59998,Matched (3),27jul2021
3290,2021-07-27,USS 0017137,384,0,2021-07-27,27-07-2021,27.6,26,30.200001,,224,14.1,,999.59998,Matched (3),27jul2021
3291,2021-07-27,USS 0017138,288,2.73,2021-07-27,27-07-2021,27.6,26,30.200001,,224,14.1,,999.59998,Matched (3),27jul2021
3292,2021-07-27,USS 0020686,96,.56999999,2021-07-27,27-07-2021,27.6,26,30.200001,,224,14.1,,999.59998,Matched (3),27jul2021
3293,2021-07-27,USS 0020707,384,16.139999,2021-07-27,27-07-2021,27.6,26,30.200001,,224,14.1,,999.59998,Matched (3),27jul2021
3294,2021-07-27,UST 0000711,624,9.6199999,2021-07-27,27-07-2021,27.6,26,30.200001,,224,14.1,,999.59998,Matched (3),27jul2021
3295,2021-07-27,UST 0000712,624,10.12,2021-07-27,27-07-2021,27.6,26,30.200001,,224,14.1,,999.59998,Matched (3),27jul2021
3296,2021-07-27,UST 0000713,624,9.2600002,2021-07-27,27-07-2021,27.6,26,30.200001,,224,14.1,,999.59998,Matched (3),27jul2021
3297,2021-07-27,UST 0002019,624,8.7700005,2021-07-27,27-07-2021,27.6,26,30.200001,,224,14.1,,999.59998,Matched (3),27jul2021
3298,2021-07-27,UST 0002020,624,8.8900003,2021-07-27,27-07-2021,27.6,26,30.200001,,224,14.1,,999.59998,Matched (3),27jul2021
3299,2021-07-27,UST 0002021,NA,162.31,2021-07-27,27-07-2021,27.6,26,30.200001,,224,14.1,,999.59998,Matched (3),27jul2021
3300,2021-07-28,USS 0004903,192,3.3599999,2021-07-28,28-07-2021,27.9,26,30.799999,,223,14.8,,999.70001,Matched (3),28jul2021
3301,2021-07-28,USS 0004927,192,4.3000002,2021-07-28,28-07-2021,27.9,26,30.799999,,223,14.8,,999.70001,Matched (3),28jul2021
3302,2021-07-28,USS 0004949,192,3.6800001,2021-07-28,28-07-2021,27.9,26,30.799999,,223,14.8,,999.70001,Matched (3),28jul2021
3303,2021-07-28,USS 0004966,192,2.3599999,2021-07-28,28-07-2021,27.9,26,30.799999,,223,14.8,,999.70001,Matched (3),28jul2021
3304,2021-07-28,USS 0005019,288,1.84,2021-07-28,28-07-2021,27.9,26,30.799999,,223,14.8,,999.70001,Matched (3),28jul2021
3305,2021-07-28,USS 0008953,288,4.21,2021-07-28,28-07-2021,27.9,26,30.799999,,223,14.8,,999.70001,Matched (3),28jul2021
3306,2021-07-28,USS 0008983,288,4.1599998,2021-07-28,28-07-2021,27.9,26,30.799999,,223,14.8,,999.70001,Matched (3),28jul2021
3307,2021-07-28,USS 0009044,288,2.5599999,2021-07-28,28-07-2021,27.9,26,30.799999,,223,14.8,,999.70001,Matched (3),28jul2021
3308,2021-07-28,USS 0009063,288,2.3900001,2021-07-28,28-07-2021,27.9,26,30.799999,,223,14.8,,999.70001,Matched (3),28jul2021
3309,2021-07-28,USS 0009067,288,2.6400001,2021-07-28,28-07-2021,27.9,26,30.799999,,223,14.8,,999.70001,Matched (3),28jul2021
3310,2021-07-28,USS 0009070,288,1.26,2021-07-28,28-07-2021,27.9,26,30.799999,,223,14.8,,999.70001,Matched (3),28jul2021
3311,2021-07-28,USS 0009072,288,2.1300001,2021-07-28,28-07-2021,27.9,26,30.799999,,223,14.8,,999.70001,Matched (3),28jul2021
3312,2021-07-28,USS 0009073,288,2.6700001,2021-07-28,28-07-2021,27.9,26,30.799999,,223,14.8,,999.70001,Matched (3),28jul2021
3313,2021-07-28,USS 0009074,288,2.6700001,2021-07-28,28-07-2021,27.9,26,30.799999,,223,14.8,,999.70001,Matched (3),28jul2021
3314,2021-07-28,USS 0009075,288,2.24,2021-07-28,28-07-2021,27.9,26,30.799999,,223,14.8,,999.70001,Matched (3),28jul2021
3315,2021-07-28,USS 0009076,288,2.8800001,2021-07-28,28-07-2021,27.9,26,30.799999,,223,14.8,,999.70001,Matched (3),28jul2021
3316,2021-07-28,USS 0015695,288,1.3099999,2021-07-28,28-07-2021,27.9,26,30.799999,,223,14.8,,999.70001,Matched (3),28jul2021
3317,2021-07-28,USS 0017113,96,1.11,2021-07-28,28-07-2021,27.9,26,30.799999,,223,14.8,,999.70001,Matched (3),28jul2021
3318,2021-07-28,USS 0017137,384,0,2021-07-28,28-07-2021,27.9,26,30.799999,,223,14.8,,999.70001,Matched (3),28jul2021
3319,2021-07-28,USS 0017138,288,2.2,2021-07-28,28-07-2021,27.9,26,30.799999,,223,14.8,,999.70001,Matched (3),28jul2021
3320,2021-07-28,USS 0020686,96,.62,2021-07-28,28-07-2021,27.9,26,30.799999,,223,14.8,,999.70001,Matched (3),28jul2021
3321,2021-07-28,USS 0020707,384,16.77,2021-07-28,28-07-2021,27.9,26,30.799999,,223,14.8,,999.70001,Matched (3),28jul2021
3322,2021-07-28,UST 0000711,624,9.5900002,2021-07-28,28-07-2021,27.9,26,30.799999,,223,14.8,,999.70001,Matched (3),28jul2021
3323,2021-07-28,UST 0000712,624,9.9499998,2021-07-28,28-07-2021,27.9,26,30.799999,,223,14.8,,999.70001,Matched (3),28jul2021
3324,2021-07-28,UST 0000713,624,9.25,2021-07-28,28-07-2021,27.9,26,30.799999,,223,14.8,,999.70001,Matched (3),28jul2021
3325,2021-07-28,UST 0002019,624,8.8000002,2021-07-28,28-07-2021,27.9,26,30.799999,,223,14.8,,999.70001,Matched (3),28jul2021
3326,2021-07-28,UST 0002020,624,8.8100004,2021-07-28,28-07-2021,27.9,26,30.799999,,223,14.8,,999.70001,Matched (3),28jul2021
3327,2021-07-28,UST 0002021,NA,174.44,2021-07-28,28-07-2021,27.9,26,30.799999,,223,14.8,,999.70001,Matched (3),28jul2021
3328,2021-07-29,USS 0004903,192,3.49,2021-07-29,29-07-2021,27.299999,26,28.799999,,222,17.6,,1000.5,Matched (3),29jul2021
3329,2021-07-29,USS 0004927,192,3.1300001,2021-07-29,29-07-2021,27.299999,26,28.799999,,222,17.6,,1000.5,Matched (3),29jul2021
3330,2021-07-29,USS 0004949,192,3.55,2021-07-29,29-07-2021,27.299999,26,28.799999,,222,17.6,,1000.5,Matched (3),29jul2021
3331,2021-07-29,USS 0004966,192,1.84,2021-07-29,29-07-2021,27.299999,26,28.799999,,222,17.6,,1000.5,Matched (3),29jul2021
3332,2021-07-29,USS 0005019,288,4.0300002,2021-07-29,29-07-2021,27.299999,26,28.799999,,222,17.6,,1000.5,Matched (3),29jul2021
3333,2021-07-29,USS 0008953,288,3.98,2021-07-29,29-07-2021,27.299999,26,28.799999,,222,17.6,,1000.5,Matched (3),29jul2021
3334,2021-07-29,USS 0008983,288,5.9400001,2021-07-29,29-07-2021,27.299999,26,28.799999,,222,17.6,,1000.5,Matched (3),29jul2021
3335,2021-07-29,USS 0009044,288,4.3099999,2021-07-29,29-07-2021,27.299999,26,28.799999,,222,17.6,,1000.5,Matched (3),29jul2021
3336,2021-07-29,USS 0009063,288,2.04,2021-07-29,29-07-2021,27.299999,26,28.799999,,222,17.6,,1000.5,Matched (3),29jul2021
3337,2021-07-29,USS 0009067,288,2.6900001,2021-07-29,29-07-2021,27.299999,26,28.799999,,222,17.6,,1000.5,Matched (3),29jul2021
3338,2021-07-29,USS 0009070,288,1.08,2021-07-29,29-07-2021,27.299999,26,28.799999,,222,17.6,,1000.5,Matched (3),29jul2021
3339,2021-07-29,USS 0009072,288,2.1500001,2021-07-29,29-07-2021,27.299999,26,28.799999,,222,17.6,,1000.5,Matched (3),29jul2021
3340,2021-07-29,USS 0009073,288,2.6800001,2021-07-29,29-07-2021,27.299999,26,28.799999,,222,17.6,,1000.5,Matched (3),29jul2021
3341,2021-07-29,USS 0009074,288,2.6900001,2021-07-29,29-07-2021,27.299999,26,28.799999,,222,17.6,,1000.5,Matched (3),29jul2021
3342,2021-07-29,USS 0009075,288,2.26,2021-07-29,29-07-2021,27.299999,26,28.799999,,222,17.6,,1000.5,Matched (3),29jul2021
3343,2021-07-29,USS 0009076,288,2.77,2021-07-29,29-07-2021,27.299999,26,28.799999,,222,17.6,,1000.5,Matched (3),29jul2021
3344,2021-07-29,USS 0015695,288,1.21,2021-07-29,29-07-2021,27.299999,26,28.799999,,222,17.6,,1000.5,Matched (3),29jul2021
3345,2021-07-29,USS 0017113,96,1.11,2021-07-29,29-07-2021,27.299999,26,28.799999,,222,17.6,,1000.5,Matched (3),29jul2021
3346,2021-07-29,USS 0017137,384,0,2021-07-29,29-07-2021,27.299999,26,28.799999,,222,17.6,,1000.5,Matched (3),29jul2021
3347,2021-07-29,USS 0017138,288,2.03,2021-07-29,29-07-2021,27.299999,26,28.799999,,222,17.6,,1000.5,Matched (3),29jul2021
3348,2021-07-29,USS 0020686,96,.56999999,2021-07-29,29-07-2021,27.299999,26,28.799999,,222,17.6,,1000.5,Matched (3),29jul2021
3349,2021-07-29,USS 0020707,384,15.92,2021-07-29,29-07-2021,27.299999,26,28.799999,,222,17.6,,1000.5,Matched (3),29jul2021
3350,2021-07-29,UST 0000711,624,9.0200005,2021-07-29,29-07-2021,27.299999,26,28.799999,,222,17.6,,1000.5,Matched (3),29jul2021
3351,2021-07-29,UST 0000712,624,9.8599997,2021-07-29,29-07-2021,27.299999,26,28.799999,,222,17.6,,1000.5,Matched (3),29jul2021
3352,2021-07-29,UST 0000713,624,9.2600002,2021-07-29,29-07-2021,27.299999,26,28.799999,,222,17.6,,1000.5,Matched (3),29jul2021
3353,2021-07-29,UST 0002019,624,8.8199997,2021-07-29,29-07-2021,27.299999,26,28.799999,,222,17.6,,1000.5,Matched (3),29jul2021
3354,2021-07-29,UST 0002020,624,8.7700005,2021-07-29,29-07-2021,27.299999,26,28.799999,,222,17.6,,1000.5,Matched (3),29jul2021
3355,2021-07-29,UST 0002021,NA,154.91,2021-07-29,29-07-2021,27.299999,26,28.799999,,222,17.6,,1000.5,Matched (3),29jul2021
3356,2021-07-30,USS 0004903,192,4.2800002,2021-07-30,30-07-2021,27.6,25,31,3,240,12.2,,1001.8,Matched (3),30jul2021
3357,2021-07-30,USS 0004927,192,2.8599999,2021-07-30,30-07-2021,27.6,25,31,3,240,12.2,,1001.8,Matched (3),30jul2021
3358,2021-07-30,USS 0004949,192,3.26,2021-07-30,30-07-2021,27.6,25,31,3,240,12.2,,1001.8,Matched (3),30jul2021
3359,2021-07-30,USS 0004966,192,2.47,2021-07-30,30-07-2021,27.6,25,31,3,240,12.2,,1001.8,Matched (3),30jul2021
3360,2021-07-30,USS 0005019,288,1.72,2021-07-30,30-07-2021,27.6,25,31,3,240,12.2,,1001.8,Matched (3),30jul2021
3361,2021-07-30,USS 0008953,288,4.3600001,2021-07-30,30-07-2021,27.6,25,31,3,240,12.2,,1001.8,Matched (3),30jul2021
3362,2021-07-30,USS 0008983,288,4.0799999,2021-07-30,30-07-2021,27.6,25,31,3,240,12.2,,1001.8,Matched (3),30jul2021
3363,2021-07-30,USS 0009044,288,2.9300001,2021-07-30,30-07-2021,27.6,25,31,3,240,12.2,,1001.8,Matched (3),30jul2021
3364,2021-07-30,USS 0009063,288,2.3699999,2021-07-30,30-07-2021,27.6,25,31,3,240,12.2,,1001.8,Matched (3),30jul2021
3365,2021-07-30,USS 0009067,288,3.25,2021-07-30,30-07-2021,27.6,25,31,3,240,12.2,,1001.8,Matched (3),30jul2021
3366,2021-07-30,USS 0009070,288,1.3099999,2021-07-30,30-07-2021,27.6,25,31,3,240,12.2,,1001.8,Matched (3),30jul2021
3367,2021-07-30,USS 0009072,288,2.26,2021-07-30,30-07-2021,27.6,25,31,3,240,12.2,,1001.8,Matched (3),30jul2021
3368,2021-07-30,USS 0009073,288,2.6700001,2021-07-30,30-07-2021,27.6,25,31,3,240,12.2,,1001.8,Matched (3),30jul2021
3369,2021-07-30,USS 0009074,288,2.6700001,2021-07-30,30-07-2021,27.6,25,31,3,240,12.2,,1001.8,Matched (3),30jul2021
3370,2021-07-30,USS 0009075,288,2.25,2021-07-30,30-07-2021,27.6,25,31,3,240,12.2,,1001.8,Matched (3),30jul2021
3371,2021-07-30,USS 0009076,288,2.9100001,2021-07-30,30-07-2021,27.6,25,31,3,240,12.2,,1001.8,Matched (3),30jul2021
3372,2021-07-30,USS 0015695,288,1.14,2021-07-30,30-07-2021,27.6,25,31,3,240,12.2,,1001.8,Matched (3),30jul2021
3373,2021-07-30,USS 0017113,96,1.36,2021-07-30,30-07-2021,27.6,25,31,3,240,12.2,,1001.8,Matched (3),30jul2021
3374,2021-07-30,USS 0017137,384,0,2021-07-30,30-07-2021,27.6,25,31,3,240,12.2,,1001.8,Matched (3),30jul2021
3375,2021-07-30,USS 0017138,288,1.5,2021-07-30,30-07-2021,27.6,25,31,3,240,12.2,,1001.8,Matched (3),30jul2021
3376,2021-07-30,USS 0020686,96,.50999999,2021-07-30,30-07-2021,27.6,25,31,3,240,12.2,,1001.8,Matched (3),30jul2021
3377,2021-07-30,USS 0020707,384,15.92,2021-07-30,30-07-2021,27.6,25,31,3,240,12.2,,1001.8,Matched (3),30jul2021
3378,2021-07-30,UST 0000711,624,10.05,2021-07-30,30-07-2021,27.6,25,31,3,240,12.2,,1001.8,Matched (3),30jul2021
3379,2021-07-30,UST 0000712,624,10.04,2021-07-30,30-07-2021,27.6,25,31,3,240,12.2,,1001.8,Matched (3),30jul2021
3380,2021-07-30,UST 0000713,624,9.0500002,2021-07-30,30-07-2021,27.6,25,31,3,240,12.2,,1001.8,Matched (3),30jul2021
3381,2021-07-30,UST 0002019,624,8.8599997,2021-07-30,30-07-2021,27.6,25,31,3,240,12.2,,1001.8,Matched (3),30jul2021
3382,2021-07-30,UST 0002020,624,8.9099998,2021-07-30,30-07-2021,27.6,25,31,3,240,12.2,,1001.8,Matched (3),30jul2021
3383,2021-07-30,UST 0002021,NA,142.45,2021-07-30,30-07-2021,27.6,25,31,3,240,12.2,,1001.8,Matched (3),30jul2021
3384,2021-07-31,USS 0004903,192,4.5,2021-07-31,31-07-2021,27.5,25,30.6,3,244,12.3,,1002.8,Matched (3),31jul2021
3385,2021-07-31,USS 0004927,192,3.1199999,2021-07-31,31-07-2021,27.5,25,30.6,3,244,12.3,,1002.8,Matched (3),31jul2021
3386,2021-07-31,USS 0004949,192,3.5999999,2021-07-31,31-07-2021,27.5,25,30.6,3,244,12.3,,1002.8,Matched (3),31jul2021
3387,2021-07-31,USS 0004966,192,2.2,2021-07-31,31-07-2021,27.5,25,30.6,3,244,12.3,,1002.8,Matched (3),31jul2021
3388,2021-07-31,USS 0005019,288,3.02,2021-07-31,31-07-2021,27.5,25,30.6,3,244,12.3,,1002.8,Matched (3),31jul2021
3389,2021-07-31,USS 0008953,288,5.1999998,2021-07-31,31-07-2021,27.5,25,30.6,3,244,12.3,,1002.8,Matched (3),31jul2021
3390,2021-07-31,USS 0008983,288,3.3299999,2021-07-31,31-07-2021,27.5,25,30.6,3,244,12.3,,1002.8,Matched (3),31jul2021
3391,2021-07-31,USS 0009044,288,3.1700001,2021-07-31,31-07-2021,27.5,25,30.6,3,244,12.3,,1002.8,Matched (3),31jul2021
3392,2021-07-31,USS 0009063,288,2.24,2021-07-31,31-07-2021,27.5,25,30.6,3,244,12.3,,1002.8,Matched (3),31jul2021
3393,2021-07-31,USS 0009067,288,3.3800001,2021-07-31,31-07-2021,27.5,25,30.6,3,244,12.3,,1002.8,Matched (3),31jul2021
3394,2021-07-31,USS 0009070,288,1.26,2021-07-31,31-07-2021,27.5,25,30.6,3,244,12.3,,1002.8,Matched (3),31jul2021
3395,2021-07-31,USS 0009072,288,2.1500001,2021-07-31,31-07-2021,27.5,25,30.6,3,244,12.3,,1002.8,Matched (3),31jul2021
3396,2021-07-31,USS 0009073,288,2.6800001,2021-07-31,31-07-2021,27.5,25,30.6,3,244,12.3,,1002.8,Matched (3),31jul2021
3397,2021-07-31,USS 0009074,288,2.6800001,2021-07-31,31-07-2021,27.5,25,30.6,3,244,12.3,,1002.8,Matched (3),31jul2021
3398,2021-07-31,USS 0009075,288,2.27,2021-07-31,31-07-2021,27.5,25,30.6,3,244,12.3,,1002.8,Matched (3),31jul2021
3399,2021-07-31,USS 0009076,288,2.8900001,2021-07-31,31-07-2021,27.5,25,30.6,3,244,12.3,,1002.8,Matched (3),31jul2021
3400,2021-07-31,USS 0015695,288,1.05,2021-07-31,31-07-2021,27.5,25,30.6,3,244,12.3,,1002.8,Matched (3),31jul2021
3401,2021-07-31,USS 0017113,96,1.53,2021-07-31,31-07-2021,27.5,25,30.6,3,244,12.3,,1002.8,Matched (3),31jul2021
3402,2021-07-31,USS 0017137,384,0,2021-07-31,31-07-2021,27.5,25,30.6,3,244,12.3,,1002.8,Matched (3),31jul2021
3403,2021-07-31,USS 0017138,288,.13,2021-07-31,31-07-2021,27.5,25,30.6,3,244,12.3,,1002.8,Matched (3),31jul2021
3404,2021-07-31,USS 0020686,96,.47999999,2021-07-31,31-07-2021,27.5,25,30.6,3,244,12.3,,1002.8,Matched (3),31jul2021
3405,2021-07-31,USS 0020707,384,16.49,2021-07-31,31-07-2021,27.5,25,30.6,3,244,12.3,,1002.8,Matched (3),31jul2021
3406,2021-07-31,UST 0000711,624,10.57,2021-07-31,31-07-2021,27.5,25,30.6,3,244,12.3,,1002.8,Matched (3),31jul2021
3407,2021-07-31,UST 0000712,624,9.8400002,2021-07-31,31-07-2021,27.5,25,30.6,3,244,12.3,,1002.8,Matched (3),31jul2021
3408,2021-07-31,UST 0000713,624,9.2600002,2021-07-31,31-07-2021,27.5,25,30.6,3,244,12.3,,1002.8,Matched (3),31jul2021
3409,2021-07-31,UST 0002019,624,8.79,2021-07-31,31-07-2021,27.5,25,30.6,3,244,12.3,,1002.8,Matched (3),31jul2021
3410,2021-07-31,UST 0002020,624,8.7399998,2021-07-31,31-07-2021,27.5,25,30.6,3,244,12.3,,1002.8,Matched (3),31jul2021
3411,2021-07-31,UST 0002021,NA,142.25999,2021-07-31,31-07-2021,27.5,25,30.6,3,244,12.3,,1002.8,Matched (3),31jul2021
3412,2021-08-01,USS 0004903,192,4.25,2021-08-01,01-08-2021,27.799999,25,32,2,246,14.5,,1001.9,Matched (3),01aug2021
3413,2021-08-01,USS 0004927,192,3.2,2021-08-01,01-08-2021,27.799999,25,32,2,246,14.5,,1001.9,Matched (3),01aug2021
3414,2021-08-01,USS 0004949,192,4.21,2021-08-01,01-08-2021,27.799999,25,32,2,246,14.5,,1001.9,Matched (3),01aug2021
3415,2021-08-01,USS 0004966,192,2.25,2021-08-01,01-08-2021,27.799999,25,32,2,246,14.5,,1001.9,Matched (3),01aug2021
3416,2021-08-01,USS 0005019,288,1.34,2021-08-01,01-08-2021,27.799999,25,32,2,246,14.5,,1001.9,Matched (3),01aug2021
3417,2021-08-01,USS 0008953,288,5.5599999,2021-08-01,01-08-2021,27.799999,25,32,2,246,14.5,,1001.9,Matched (3),01aug2021
3418,2021-08-01,USS 0008983,288,4.1999998,2021-08-01,01-08-2021,27.799999,25,32,2,246,14.5,,1001.9,Matched (3),01aug2021
3419,2021-08-01,USS 0009044,288,4.6300001,2021-08-01,01-08-2021,27.799999,25,32,2,246,14.5,,1001.9,Matched (3),01aug2021
3420,2021-08-01,USS 0009063,288,2.02,2021-08-01,01-08-2021,27.799999,25,32,2,246,14.5,,1001.9,Matched (3),01aug2021
3421,2021-08-01,USS 0009067,288,2.3900001,2021-08-01,01-08-2021,27.799999,25,32,2,246,14.5,,1001.9,Matched (3),01aug2021
3422,2021-08-01,USS 0009070,288,1.09,2021-08-01,01-08-2021,27.799999,25,32,2,246,14.5,,1001.9,Matched (3),01aug2021
3423,2021-08-01,USS 0009072,288,2.1600001,2021-08-01,01-08-2021,27.799999,25,32,2,246,14.5,,1001.9,Matched (3),01aug2021
3424,2021-08-01,USS 0009073,288,2.6900001,2021-08-01,01-08-2021,27.799999,25,32,2,246,14.5,,1001.9,Matched (3),01aug2021
3425,2021-08-01,USS 0009074,288,2.6900001,2021-08-01,01-08-2021,27.799999,25,32,2,246,14.5,,1001.9,Matched (3),01aug2021
3426,2021-08-01,USS 0009075,288,2.25,2021-08-01,01-08-2021,27.799999,25,32,2,246,14.5,,1001.9,Matched (3),01aug2021
3427,2021-08-01,USS 0009076,288,2.9400001,2021-08-01,01-08-2021,27.799999,25,32,2,246,14.5,,1001.9,Matched (3),01aug2021
3428,2021-08-01,USS 0015695,288,1.23,2021-08-01,01-08-2021,27.799999,25,32,2,246,14.5,,1001.9,Matched (3),01aug2021
3429,2021-08-01,USS 0017113,96,.0099999998,2021-08-01,01-08-2021,27.799999,25,32,2,246,14.5,,1001.9,Matched (3),01aug2021
3430,2021-08-01,USS 0017137,384,0,2021-08-01,01-08-2021,27.799999,25,32,2,246,14.5,,1001.9,Matched (3),01aug2021
3431,2021-08-01,USS 0017138,288,.83999997,2021-08-01,01-08-2021,27.799999,25,32,2,246,14.5,,1001.9,Matched (3),01aug2021
3432,2021-08-01,USS 0020686,96,.31999999,2021-08-01,01-08-2021,27.799999,25,32,2,246,14.5,,1001.9,Matched (3),01aug2021
3433,2021-08-01,USS 0020707,384,16.040001,2021-08-01,01-08-2021,27.799999,25,32,2,246,14.5,,1001.9,Matched (3),01aug2021
3434,2021-08-01,UST 0000711,624,9.6099997,2021-08-01,01-08-2021,27.799999,25,32,2,246,14.5,,1001.9,Matched (3),01aug2021
3435,2021-08-01,UST 0000712,624,9.9700003,2021-08-01,01-08-2021,27.799999,25,32,2,246,14.5,,1001.9,Matched (3),01aug2021
3436,2021-08-01,UST 0000713,624,9.3800001,2021-08-01,01-08-2021,27.799999,25,32,2,246,14.5,,1001.9,Matched (3),01aug2021
3437,2021-08-01,UST 0002019,624,9.6499996,2021-08-01,01-08-2021,27.799999,25,32,2,246,14.5,,1001.9,Matched (3),01aug2021
3438,2021-08-01,UST 0002020,624,9.1599998,2021-08-01,01-08-2021,27.799999,25,32,2,246,14.5,,1001.9,Matched (3),01aug2021
3439,2021-08-01,UST 0002021,NA,144.5,2021-08-01,01-08-2021,27.799999,25,32,2,246,14.5,,1001.9,Matched (3),01aug2021
3440,2021-08-02,USS 0004903,188,4.6399999,2021-08-02,02-08-2021,27.299999,26,31,.30000001,250,11.5,,1002.2,Matched (3),02aug2021
3441,2021-08-02,USS 0004927,190,2.8,2021-08-02,02-08-2021,27.299999,26,31,.30000001,250,11.5,,1002.2,Matched (3),02aug2021
3442,2021-08-02,USS 0004949,192,3.49,2021-08-02,02-08-2021,27.299999,26,31,.30000001,250,11.5,,1002.2,Matched (3),02aug2021
3443,2021-08-02,USS 0004966,188,2.3499999,2021-08-02,02-08-2021,27.299999,26,31,.30000001,250,11.5,,1002.2,Matched (3),02aug2021
3444,2021-08-02,USS 0005019,282,2.49,2021-08-02,02-08-2021,27.299999,26,31,.30000001,250,11.5,,1002.2,Matched (3),02aug2021
3445,2021-08-02,USS 0008953,285,4.96,2021-08-02,02-08-2021,27.299999,26,31,.30000001,250,11.5,,1002.2,Matched (3),02aug2021
3446,2021-08-02,USS 0008983,282,5.1799998,2021-08-02,02-08-2021,27.299999,26,31,.30000001,250,11.5,,1002.2,Matched (3),02aug2021
3447,2021-08-02,USS 0009044,285,3.48,2021-08-02,02-08-2021,27.299999,26,31,.30000001,250,11.5,,1002.2,Matched (3),02aug2021
3448,2021-08-02,USS 0009063,285,2.74,2021-08-02,02-08-2021,27.299999,26,31,.30000001,250,11.5,,1002.2,Matched (3),02aug2021
3449,2021-08-02,USS 0009067,288,3.3499999,2021-08-02,02-08-2021,27.299999,26,31,.30000001,250,11.5,,1002.2,Matched (3),02aug2021
3450,2021-08-02,USS 0009070,285,1.3099999,2021-08-02,02-08-2021,27.299999,26,31,.30000001,250,11.5,,1002.2,Matched (3),02aug2021
3451,2021-08-02,USS 0009072,285,2.0999999,2021-08-02,02-08-2021,27.299999,26,31,.30000001,250,11.5,,1002.2,Matched (3),02aug2021
3452,2021-08-02,USS 0009073,282,2.5799999,2021-08-02,02-08-2021,27.299999,26,31,.30000001,250,11.5,,1002.2,Matched (3),02aug2021
3453,2021-08-02,USS 0009074,285,2.6300001,2021-08-02,02-08-2021,27.299999,26,31,.30000001,250,11.5,,1002.2,Matched (3),02aug2021
3454,2021-08-02,USS 0009075,288,2.26,2021-08-02,02-08-2021,27.299999,26,31,.30000001,250,11.5,,1002.2,Matched (3),02aug2021
3455,2021-08-02,USS 0009076,285,2.8399999,2021-08-02,02-08-2021,27.299999,26,31,.30000001,250,11.5,,1002.2,Matched (3),02aug2021
3456,2021-08-02,USS 0015695,282,1.03,2021-08-02,02-08-2021,27.299999,26,31,.30000001,250,11.5,,1002.2,Matched (3),02aug2021
3457,2021-08-02,USS 0017113,95,1.53,2021-08-02,02-08-2021,27.299999,26,31,.30000001,250,11.5,,1002.2,Matched (3),02aug2021
3458,2021-08-02,USS 0017137,380,0,2021-08-02,02-08-2021,27.299999,26,31,.30000001,250,11.5,,1002.2,Matched (3),02aug2021
3459,2021-08-02,USS 0017138,288,1.99,2021-08-02,02-08-2021,27.299999,26,31,.30000001,250,11.5,,1002.2,Matched (3),02aug2021
3460,2021-08-02,USS 0020686,95,.55000001,2021-08-02,02-08-2021,27.299999,26,31,.30000001,250,11.5,,1002.2,Matched (3),02aug2021
3461,2021-08-02,USS 0020707,384,16.370001,2021-08-02,02-08-2021,27.299999,26,31,.30000001,250,11.5,,1002.2,Matched (3),02aug2021
3462,2021-08-02,UST 0000711,617.5,9.4499998,2021-08-02,02-08-2021,27.299999,26,31,.30000001,250,11.5,,1002.2,Matched (3),02aug2021
3463,2021-08-02,UST 0000712,611,9.6700001,2021-08-02,02-08-2021,27.299999,26,31,.30000001,250,11.5,,1002.2,Matched (3),02aug2021
3464,2021-08-02,UST 0000713,617.5,9.1300001,2021-08-02,02-08-2021,27.299999,26,31,.30000001,250,11.5,,1002.2,Matched (3),02aug2021
3465,2021-08-02,UST 0002019,617.5,10.08,2021-08-02,02-08-2021,27.299999,26,31,.30000001,250,11.5,,1002.2,Matched (3),02aug2021
3466,2021-08-02,UST 0002020,617.5,8.8299999,2021-08-02,02-08-2021,27.299999,26,31,.30000001,250,11.5,,1002.2,Matched (3),02aug2021
3467,2021-08-02,UST 0002021,NA,138.77,2021-08-02,02-08-2021,27.299999,26,31,.30000001,250,11.5,,1002.2,Matched (3),02aug2021
3468,2021-08-03,USS 0004903,192,5.8699999,2021-08-03,03-08-2021,27.9,25.700001,31,.80000001,243,11.9,,1003.2,Matched (3),03aug2021
3469,2021-08-03,USS 0004927,192,3.29,2021-08-03,03-08-2021,27.9,25.700001,31,.80000001,243,11.9,,1003.2,Matched (3),03aug2021
