v1,date_elec,mtr_number,conload,imp,date_md,date,tavg,tmin,tmax,prcp,wdir,wspd,wpgt,pres,_merge
1145,2021-05-11,UST 0000713,624,9.2799997,2021-05-11,11-05-2021,34.099998,28,42,,263,11,,1004.5,Matched (3)
1146,2021-05-11,UST 0002019,624,8.79,2021-05-11,11-05-2021,34.099998,28,42,,263,11,,1004.5,Matched (3)
1147,2021-05-11,UST 0002020,624,7.4299998,2021-05-11,11-05-2021,34.099998,28,42,,263,11,,1004.5,Matched (3)
1148,2021-05-11,UST 0002021,NA,160.73,2021-05-11,11-05-2021,34.099998,28,42,,263,11,,1004.5,Matched (3)
1149,2021-05-12,USS 0004903,192,5.4400001,2021-05-12,12-05-2021,34.099998,28,42,,245,13.5,,1002.7,Matched (3)
1150,2021-05-12,USS 0004927,192,9.21,2021-05-12,12-05-2021,34.099998,28,42,,245,13.5,,1002.7,Matched (3)
1151,2021-05-12,USS 0004949,192,7.23,2021-05-12,12-05-2021,34.099998,28,42,,245,13.5,,1002.7,Matched (3)
1152,2021-05-12,USS 0004966,192,2.9000001,2021-05-12,12-05-2021,34.099998,28,42,,245,13.5,,1002.7,Matched (3)
1153,2021-05-12,USS 0005019,288,7.1900001,2021-05-12,12-05-2021,34.099998,28,42,,245,13.5,,1002.7,Matched (3)
1154,2021-05-12,USS 0008953,288,5.0300002,2021-05-12,12-05-2021,34.099998,28,42,,245,13.5,,1002.7,Matched (3)
1155,2021-05-12,USS 0008983,288,3.02,2021-05-12,12-05-2021,34.099998,28,42,,245,13.5,,1002.7,Matched (3)
1156,2021-05-12,USS 0009044,288,4.2199998,2021-05-12,12-05-2021,34.099998,28,42,,245,13.5,,1002.7,Matched (3)
1157,2021-05-12,USS 0009063,288,2.0899999,2021-05-12,12-05-2021,34.099998,28,42,,245,13.5,,1002.7,Matched (3)
1158,2021-05-12,USS 0009067,288,.74000001,2021-05-12,12-05-2021,34.099998,28,42,,245,13.5,,1002.7,Matched (3)
1159,2021-05-12,USS 0009070,288,.69,2021-05-12,12-05-2021,34.099998,28,42,,245,13.5,,1002.7,Matched (3)
1160,2021-05-12,USS 0009072,288,2.51,2021-05-12,12-05-2021,34.099998,28,42,,245,13.5,,1002.7,Matched (3)
1161,2021-05-12,USS 0009073,288,2.6400001,2021-05-12,12-05-2021,34.099998,28,42,,245,13.5,,1002.7,Matched (3)
1162,2021-05-12,USS 0009074,288,2.6400001,2021-05-12,12-05-2021,34.099998,28,42,,245,13.5,,1002.7,Matched (3)
1163,2021-05-12,USS 0009075,288,3.5899999,2021-05-12,12-05-2021,34.099998,28,42,,245,13.5,,1002.7,Matched (3)
1164,2021-05-12,USS 0009076,288,2.4100001,2021-05-12,12-05-2021,34.099998,28,42,,245,13.5,,1002.7,Matched (3)
1165,2021-05-12,USS 0015695,288,1.0599999,2021-05-12,12-05-2021,34.099998,28,42,,245,13.5,,1002.7,Matched (3)
1166,2021-05-12,USS 0017113,96,2.45,2021-05-12,12-05-2021,34.099998,28,42,,245,13.5,,1002.7,Matched (3)
1167,2021-05-12,USS 0017137,384,0,2021-05-12,12-05-2021,34.099998,28,42,,245,13.5,,1002.7,Matched (3)
1168,2021-05-12,USS 0017138,288,.090000004,2021-05-12,12-05-2021,34.099998,28,42,,245,13.5,,1002.7,Matched (3)
1169,2021-05-12,USS 0020686,96,0,2021-05-12,12-05-2021,34.099998,28,42,,245,13.5,,1002.7,Matched (3)
1170,2021-05-12,UST 0000711,624,11.82,2021-05-12,12-05-2021,34.099998,28,42,,245,13.5,,1002.7,Matched (3)
1171,2021-05-12,UST 0000712,624,9.6700001,2021-05-12,12-05-2021,34.099998,28,42,,245,13.5,,1002.7,Matched (3)
1172,2021-05-12,UST 0000713,624,9.0900002,2021-05-12,12-05-2021,34.099998,28,42,,245,13.5,,1002.7,Matched (3)
1173,2021-05-12,UST 0002019,624,8.7700005,2021-05-12,12-05-2021,34.099998,28,42,,245,13.5,,1002.7,Matched (3)
1174,2021-05-12,UST 0002020,624,7.21,2021-05-12,12-05-2021,34.099998,28,42,,245,13.5,,1002.7,Matched (3)
1175,2021-05-12,UST 0002021,NA,159.28,2021-05-12,12-05-2021,34.099998,28,42,,245,13.5,,1002.7,Matched (3)
1176,2021-05-13,USS 0004903,192,4.73,2021-05-13,13-05-2021,33.700001,28,41.200001,,241,13.3,,1002.6,Matched (3)
1177,2021-05-13,USS 0004927,192,7.52,2021-05-13,13-05-2021,33.700001,28,41.200001,,241,13.3,,1002.6,Matched (3)
1178,2021-05-13,USS 0004949,192,7.21,2021-05-13,13-05-2021,33.700001,28,41.200001,,241,13.3,,1002.6,Matched (3)
1179,2021-05-13,USS 0004966,192,2.27,2021-05-13,13-05-2021,33.700001,28,41.200001,,241,13.3,,1002.6,Matched (3)
1180,2021-05-13,USS 0005019,288,4.1100001,2021-05-13,13-05-2021,33.700001,28,41.200001,,241,13.3,,1002.6,Matched (3)
1181,2021-05-13,USS 0008953,288,3.95,2021-05-13,13-05-2021,33.700001,28,41.200001,,241,13.3,,1002.6,Matched (3)
1182,2021-05-13,USS 0008983,288,3.8199999,2021-05-13,13-05-2021,33.700001,28,41.200001,,241,13.3,,1002.6,Matched (3)
1183,2021-05-13,USS 0009044,288,5.9099998,2021-05-13,13-05-2021,33.700001,28,41.200001,,241,13.3,,1002.6,Matched (3)
1184,2021-05-13,USS 0009063,288,3.6600001,2021-05-13,13-05-2021,33.700001,28,41.200001,,241,13.3,,1002.6,Matched (3)
1185,2021-05-13,USS 0009067,288,1.05,2021-05-13,13-05-2021,33.700001,28,41.200001,,241,13.3,,1002.6,Matched (3)
1186,2021-05-13,USS 0009070,288,.88,2021-05-13,13-05-2021,33.700001,28,41.200001,,241,13.3,,1002.6,Matched (3)
1187,2021-05-13,USS 0009072,288,2.51,2021-05-13,13-05-2021,33.700001,28,41.200001,,241,13.3,,1002.6,Matched (3)
1188,2021-05-13,USS 0009073,288,2.6300001,2021-05-13,13-05-2021,33.700001,28,41.200001,,241,13.3,,1002.6,Matched (3)
1189,2021-05-13,USS 0009074,288,2.6300001,2021-05-13,13-05-2021,33.700001,28,41.200001,,241,13.3,,1002.6,Matched (3)
1190,2021-05-13,USS 0009075,288,3.5899999,2021-05-13,13-05-2021,33.700001,28,41.200001,,241,13.3,,1002.6,Matched (3)
1191,2021-05-13,USS 0009076,288,2.3900001,2021-05-13,13-05-2021,33.700001,28,41.200001,,241,13.3,,1002.6,Matched (3)
1192,2021-05-13,USS 0015695,288,1.0700001,2021-05-13,13-05-2021,33.700001,28,41.200001,,241,13.3,,1002.6,Matched (3)
1193,2021-05-13,USS 0017113,96,2.5699999,2021-05-13,13-05-2021,33.700001,28,41.200001,,241,13.3,,1002.6,Matched (3)
1194,2021-05-13,USS 0017137,384,0,2021-05-13,13-05-2021,33.700001,28,41.200001,,241,13.3,,1002.6,Matched (3)
1195,2021-05-13,USS 0017138,288,.75,2021-05-13,13-05-2021,33.700001,28,41.200001,,241,13.3,,1002.6,Matched (3)
1196,2021-05-13,USS 0020686,96,0,2021-05-13,13-05-2021,33.700001,28,41.200001,,241,13.3,,1002.6,Matched (3)
1197,2021-05-13,USS 0020707,140,6.4499998,2021-05-13,13-05-2021,33.700001,28,41.200001,,241,13.3,,1002.6,Matched (3)
1198,2021-05-13,UST 0000711,624,13.75,2021-05-13,13-05-2021,33.700001,28,41.200001,,241,13.3,,1002.6,Matched (3)
1199,2021-05-13,UST 0000712,624,9.6499996,2021-05-13,13-05-2021,33.700001,28,41.200001,,241,13.3,,1002.6,Matched (3)
1200,2021-05-13,UST 0000713,624,9.2399998,2021-05-13,13-05-2021,33.700001,28,41.200001,,241,13.3,,1002.6,Matched (3)
1201,2021-05-13,UST 0002019,624,8.8000002,2021-05-13,13-05-2021,33.700001,28,41.200001,,241,13.3,,1002.6,Matched (3)
1202,2021-05-13,UST 0002020,624,7.1900001,2021-05-13,13-05-2021,33.700001,28,41.200001,,241,13.3,,1002.6,Matched (3)
1203,2021-05-13,UST 0002021,NA,164.50999,2021-05-13,13-05-2021,33.700001,28,41.200001,,241,13.3,,1002.6,Matched (3)
1204,2021-05-14,USS 0004903,192,5.1599998,2021-05-14,14-05-2021,35,29,43,,259,8.1000004,,1001.7,Matched (3)
1205,2021-05-14,USS 0004927,192,8.04,2021-05-14,14-05-2021,35,29,43,,259,8.1000004,,1001.7,Matched (3)
1206,2021-05-14,USS 0004949,192,8.1700001,2021-05-14,14-05-2021,35,29,43,,259,8.1000004,,1001.7,Matched (3)
1207,2021-05-14,USS 0004966,192,2.3599999,2021-05-14,14-05-2021,35,29,43,,259,8.1000004,,1001.7,Matched (3)
1208,2021-05-14,USS 0005019,288,4.71,2021-05-14,14-05-2021,35,29,43,,259,8.1000004,,1001.7,Matched (3)
1209,2021-05-14,USS 0008953,288,4.1900001,2021-05-14,14-05-2021,35,29,43,,259,8.1000004,,1001.7,Matched (3)
1210,2021-05-14,USS 0008983,288,3.29,2021-05-14,14-05-2021,35,29,43,,259,8.1000004,,1001.7,Matched (3)
1211,2021-05-14,USS 0009044,288,4.1100001,2021-05-14,14-05-2021,35,29,43,,259,8.1000004,,1001.7,Matched (3)
1212,2021-05-14,USS 0009063,288,2.95,2021-05-14,14-05-2021,35,29,43,,259,8.1000004,,1001.7,Matched (3)
1213,2021-05-14,USS 0009067,288,1.02,2021-05-14,14-05-2021,35,29,43,,259,8.1000004,,1001.7,Matched (3)
1214,2021-05-14,USS 0009070,288,.93000001,2021-05-14,14-05-2021,35,29,43,,259,8.1000004,,1001.7,Matched (3)
1215,2021-05-14,USS 0009072,288,2.49,2021-05-14,14-05-2021,35,29,43,,259,8.1000004,,1001.7,Matched (3)
1216,2021-05-14,USS 0009073,288,2.6300001,2021-05-14,14-05-2021,35,29,43,,259,8.1000004,,1001.7,Matched (3)
1217,2021-05-14,USS 0009074,288,2.6300001,2021-05-14,14-05-2021,35,29,43,,259,8.1000004,,1001.7,Matched (3)
1218,2021-05-14,USS 0009075,288,3.5799999,2021-05-14,14-05-2021,35,29,43,,259,8.1000004,,1001.7,Matched (3)
1219,2021-05-14,USS 0009076,288,2.3199999,2021-05-14,14-05-2021,35,29,43,,259,8.1000004,,1001.7,Matched (3)
1220,2021-05-14,USS 0015695,288,1.26,2021-05-14,14-05-2021,35,29,43,,259,8.1000004,,1001.7,Matched (3)
1221,2021-05-14,USS 0017113,96,2.1199999,2021-05-14,14-05-2021,35,29,43,,259,8.1000004,,1001.7,Matched (3)
1222,2021-05-14,USS 0017137,384,0,2021-05-14,14-05-2021,35,29,43,,259,8.1000004,,1001.7,Matched (3)
1223,2021-05-14,USS 0017138,288,.34999999,2021-05-14,14-05-2021,35,29,43,,259,8.1000004,,1001.7,Matched (3)
1224,2021-05-14,USS 0020686,96,0,2021-05-14,14-05-2021,35,29,43,,259,8.1000004,,1001.7,Matched (3)
1225,2021-05-14,USS 0020707,320,13.8,2021-05-14,14-05-2021,35,29,43,,259,8.1000004,,1001.7,Matched (3)
1226,2021-05-14,UST 0000711,624,13.64,2021-05-14,14-05-2021,35,29,43,,259,8.1000004,,1001.7,Matched (3)
1227,2021-05-14,UST 0000712,624,9.6700001,2021-05-14,14-05-2021,35,29,43,,259,8.1000004,,1001.7,Matched (3)
1228,2021-05-14,UST 0000713,624,9.1899996,2021-05-14,14-05-2021,35,29,43,,259,8.1000004,,1001.7,Matched (3)
1229,2021-05-14,UST 0002019,624,8.7200003,2021-05-14,14-05-2021,35,29,43,,259,8.1000004,,1001.7,Matched (3)
1230,2021-05-14,UST 0002020,624,7.21,2021-05-14,14-05-2021,35,29,43,,259,8.1000004,,1001.7,Matched (3)
1231,2021-05-14,UST 0002021,NA,178.63,2021-05-14,14-05-2021,35,29,43,,259,8.1000004,,1001.7,Matched (3)
1232,2021-05-15,USS 0004903,192,5.3000002,2021-05-15,15-05-2021,35.900002,29,44,,300,6.0999999,,1000.9,Matched (3)
1233,2021-05-15,USS 0004927,192,10.19,2021-05-15,15-05-2021,35.900002,29,44,,300,6.0999999,,1000.9,Matched (3)
1234,2021-05-15,USS 0004949,192,7.4400001,2021-05-15,15-05-2021,35.900002,29,44,,300,6.0999999,,1000.9,Matched (3)
1235,2021-05-15,USS 0004966,192,1.99,2021-05-15,15-05-2021,35.900002,29,44,,300,6.0999999,,1000.9,Matched (3)
1236,2021-05-15,USS 0005019,288,6.3699999,2021-05-15,15-05-2021,35.900002,29,44,,300,6.0999999,,1000.9,Matched (3)
1237,2021-05-15,USS 0008953,288,3.78,2021-05-15,15-05-2021,35.900002,29,44,,300,6.0999999,,1000.9,Matched (3)
1238,2021-05-15,USS 0008983,288,3.5599999,2021-05-15,15-05-2021,35.900002,29,44,,300,6.0999999,,1000.9,Matched (3)
1239,2021-05-15,USS 0009044,288,4.7199998,2021-05-15,15-05-2021,35.900002,29,44,,300,6.0999999,,1000.9,Matched (3)
1240,2021-05-15,USS 0009063,288,2.3399999,2021-05-15,15-05-2021,35.900002,29,44,,300,6.0999999,,1000.9,Matched (3)
1241,2021-05-15,USS 0009067,288,1.09,2021-05-15,15-05-2021,35.900002,29,44,,300,6.0999999,,1000.9,Matched (3)
1242,2021-05-15,USS 0009070,288,1.03,2021-05-15,15-05-2021,35.900002,29,44,,300,6.0999999,,1000.9,Matched (3)
1243,2021-05-15,USS 0009072,288,2.4100001,2021-05-15,15-05-2021,35.900002,29,44,,300,6.0999999,,1000.9,Matched (3)
1244,2021-05-15,USS 0009073,288,2.6400001,2021-05-15,15-05-2021,35.900002,29,44,,300,6.0999999,,1000.9,Matched (3)
1245,2021-05-15,USS 0009074,288,2.7,2021-05-15,15-05-2021,35.900002,29,44,,300,6.0999999,,1000.9,Matched (3)
1246,2021-05-15,USS 0009075,288,3.53,2021-05-15,15-05-2021,35.900002,29,44,,300,6.0999999,,1000.9,Matched (3)
1247,2021-05-15,USS 0009076,288,2.29,2021-05-15,15-05-2021,35.900002,29,44,,300,6.0999999,,1000.9,Matched (3)
1248,2021-05-15,USS 0015695,288,1.21,2021-05-15,15-05-2021,35.900002,29,44,,300,6.0999999,,1000.9,Matched (3)
1249,2021-05-15,USS 0017113,96,1.97,2021-05-15,15-05-2021,35.900002,29,44,,300,6.0999999,,1000.9,Matched (3)
1250,2021-05-15,USS 0017137,384,0,2021-05-15,15-05-2021,35.900002,29,44,,300,6.0999999,,1000.9,Matched (3)
1251,2021-05-15,USS 0017138,288,.02,2021-05-15,15-05-2021,35.900002,29,44,,300,6.0999999,,1000.9,Matched (3)
1252,2021-05-15,USS 0020686,96,0,2021-05-15,15-05-2021,35.900002,29,44,,300,6.0999999,,1000.9,Matched (3)
1253,2021-05-15,USS 0020707,184,8.3400002,2021-05-15,15-05-2021,35.900002,29,44,,300,6.0999999,,1000.9,Matched (3)
1254,2021-05-15,UST 0000711,624,13.31,2021-05-15,15-05-2021,35.900002,29,44,,300,6.0999999,,1000.9,Matched (3)
1255,2021-05-15,UST 0000712,624,9.6700001,2021-05-15,15-05-2021,35.900002,29,44,,300,6.0999999,,1000.9,Matched (3)
1256,2021-05-15,UST 0000713,624,9.0900002,2021-05-15,15-05-2021,35.900002,29,44,,300,6.0999999,,1000.9,Matched (3)
1257,2021-05-15,UST 0002019,624,8.7600002,2021-05-15,15-05-2021,35.900002,29,44,,300,6.0999999,,1000.9,Matched (3)
1258,2021-05-15,UST 0002020,624,7.27,2021-05-15,15-05-2021,35.900002,29,44,,300,6.0999999,,1000.9,Matched (3)
1259,2021-05-15,UST 0002021,NA,135.17,2021-05-15,15-05-2021,35.900002,29,44,,300,6.0999999,,1000.9,Matched (3)
1260,2021-05-16,USS 0004903,192,5.6700001,2021-05-16,16-05-2021,35.700001,26.799999,45,0,52,9.3000002,,1000.4,Matched (3)
1261,2021-05-16,USS 0004927,192,11.53,2021-05-16,16-05-2021,35.700001,26.799999,45,0,52,9.3000002,,1000.4,Matched (3)
1262,2021-05-16,USS 0004949,192,6.8699999,2021-05-16,16-05-2021,35.700001,26.799999,45,0,52,9.3000002,,1000.4,Matched (3)
1263,2021-05-16,USS 0004966,192,2.8099999,2021-05-16,16-05-2021,35.700001,26.799999,45,0,52,9.3000002,,1000.4,Matched (3)
1264,2021-05-16,USS 0005019,288,6.71,2021-05-16,16-05-2021,35.700001,26.799999,45,0,52,9.3000002,,1000.4,Matched (3)
1265,2021-05-16,USS 0008953,288,4.3000002,2021-05-16,16-05-2021,35.700001,26.799999,45,0,52,9.3000002,,1000.4,Matched (3)
1266,2021-05-16,USS 0008983,288,4.25,2021-05-16,16-05-2021,35.700001,26.799999,45,0,52,9.3000002,,1000.4,Matched (3)
1267,2021-05-16,USS 0009044,288,4.9200001,2021-05-16,16-05-2021,35.700001,26.799999,45,0,52,9.3000002,,1000.4,Matched (3)
1268,2021-05-16,USS 0009063,288,2.75,2021-05-16,16-05-2021,35.700001,26.799999,45,0,52,9.3000002,,1000.4,Matched (3)
1269,2021-05-16,USS 0009067,288,.70999998,2021-05-16,16-05-2021,35.700001,26.799999,45,0,52,9.3000002,,1000.4,Matched (3)
1270,2021-05-16,USS 0009070,288,.51999998,2021-05-16,16-05-2021,35.700001,26.799999,45,0,52,9.3000002,,1000.4,Matched (3)
1271,2021-05-16,USS 0009072,288,2.55,2021-05-16,16-05-2021,35.700001,26.799999,45,0,52,9.3000002,,1000.4,Matched (3)
1272,2021-05-16,USS 0009073,288,2.6900001,2021-05-16,16-05-2021,35.700001,26.799999,45,0,52,9.3000002,,1000.4,Matched (3)
1273,2021-05-16,USS 0009074,288,2.9400001,2021-05-16,16-05-2021,35.700001,26.799999,45,0,52,9.3000002,,1000.4,Matched (3)
1274,2021-05-16,USS 0009075,288,3.6500001,2021-05-16,16-05-2021,35.700001,26.799999,45,0,52,9.3000002,,1000.4,Matched (3)
1275,2021-05-16,USS 0009076,288,2.4200001,2021-05-16,16-05-2021,35.700001,26.799999,45,0,52,9.3000002,,1000.4,Matched (3)
1276,2021-05-16,USS 0015695,288,1.6,2021-05-16,16-05-2021,35.700001,26.799999,45,0,52,9.3000002,,1000.4,Matched (3)
1277,2021-05-16,USS 0017113,96,.050000001,2021-05-16,16-05-2021,35.700001,26.799999,45,0,52,9.3000002,,1000.4,Matched (3)
1278,2021-05-16,USS 0017137,384,0,2021-05-16,16-05-2021,35.700001,26.799999,45,0,52,9.3000002,,1000.4,Matched (3)
1279,2021-05-16,USS 0017138,288,1.5700001,2021-05-16,16-05-2021,35.700001,26.799999,45,0,52,9.3000002,,1000.4,Matched (3)
1280,2021-05-16,USS 0020686,96,0,2021-05-16,16-05-2021,35.700001,26.799999,45,0,52,9.3000002,,1000.4,Matched (3)
1281,2021-05-16,USS 0020707,36,1.8200001,2021-05-16,16-05-2021,35.700001,26.799999,45,0,52,9.3000002,,1000.4,Matched (3)
1282,2021-05-16,UST 0000711,624,13.84,2021-05-16,16-05-2021,35.700001,26.799999,45,0,52,9.3000002,,1000.4,Matched (3)
1283,2021-05-16,UST 0000712,624,9.8199997,2021-05-16,16-05-2021,35.700001,26.799999,45,0,52,9.3000002,,1000.4,Matched (3)
1284,2021-05-16,UST 0000713,624,9.1899996,2021-05-16,16-05-2021,35.700001,26.799999,45,0,52,9.3000002,,1000.4,Matched (3)
1285,2021-05-16,UST 0002019,624,8.8000002,2021-05-16,16-05-2021,35.700001,26.799999,45,0,52,9.3000002,,1000.4,Matched (3)
1286,2021-05-16,UST 0002020,624,7.3600001,2021-05-16,16-05-2021,35.700001,26.799999,45,0,52,9.3000002,,1000.4,Matched (3)
1287,2021-05-16,UST 0002021,NA,168.72,2021-05-16,16-05-2021,35.700001,26.799999,45,0,52,9.3000002,,1000.4,Matched (3)
1288,2021-05-17,USS 0004903,192,4.9699998,2021-05-17,17-05-2021,31.299999,25.6,36,10.9,62,16.5,,1000.7,Matched (3)
1289,2021-05-17,USS 0004927,192,12.75,2021-05-17,17-05-2021,31.299999,25.6,36,10.9,62,16.5,,1000.7,Matched (3)
1290,2021-05-17,USS 0004949,192,6.6100001,2021-05-17,17-05-2021,31.299999,25.6,36,10.9,62,16.5,,1000.7,Matched (3)
1291,2021-05-17,USS 0004966,192,2.24,2021-05-17,17-05-2021,31.299999,25.6,36,10.9,62,16.5,,1000.7,Matched (3)
1292,2021-05-17,USS 0005019,288,2.02,2021-05-17,17-05-2021,31.299999,25.6,36,10.9,62,16.5,,1000.7,Matched (3)
1293,2021-05-17,USS 0008953,288,3.1400001,2021-05-17,17-05-2021,31.299999,25.6,36,10.9,62,16.5,,1000.7,Matched (3)
1294,2021-05-17,USS 0008983,288,5.4400001,2021-05-17,17-05-2021,31.299999,25.6,36,10.9,62,16.5,,1000.7,Matched (3)
1295,2021-05-17,USS 0009044,288,4.25,2021-05-17,17-05-2021,31.299999,25.6,36,10.9,62,16.5,,1000.7,Matched (3)
1296,2021-05-17,USS 0009063,288,2.6300001,2021-05-17,17-05-2021,31.299999,25.6,36,10.9,62,16.5,,1000.7,Matched (3)
1297,2021-05-17,USS 0009067,288,.89999998,2021-05-17,17-05-2021,31.299999,25.6,36,10.9,62,16.5,,1000.7,Matched (3)
1298,2021-05-17,USS 0009070,288,.69,2021-05-17,17-05-2021,31.299999,25.6,36,10.9,62,16.5,,1000.7,Matched (3)
1299,2021-05-17,USS 0009072,288,2.54,2021-05-17,17-05-2021,31.299999,25.6,36,10.9,62,16.5,,1000.7,Matched (3)
1300,2021-05-17,USS 0009073,288,2.6600001,2021-05-17,17-05-2021,31.299999,25.6,36,10.9,62,16.5,,1000.7,Matched (3)
1301,2021-05-17,USS 0009074,288,2.8399999,2021-05-17,17-05-2021,31.299999,25.6,36,10.9,62,16.5,,1000.7,Matched (3)
1302,2021-05-17,USS 0009075,288,3.6300001,2021-05-17,17-05-2021,31.299999,25.6,36,10.9,62,16.5,,1000.7,Matched (3)
1303,2021-05-17,USS 0009076,288,2.45,2021-05-17,17-05-2021,31.299999,25.6,36,10.9,62,16.5,,1000.7,Matched (3)
1304,2021-05-17,USS 0015695,288,2.3900001,2021-05-17,17-05-2021,31.299999,25.6,36,10.9,62,16.5,,1000.7,Matched (3)
1305,2021-05-17,USS 0017113,96,2.4200001,2021-05-17,17-05-2021,31.299999,25.6,36,10.9,62,16.5,,1000.7,Matched (3)
1306,2021-05-17,USS 0017137,384,0,2021-05-17,17-05-2021,31.299999,25.6,36,10.9,62,16.5,,1000.7,Matched (3)
1307,2021-05-17,USS 0017138,288,.1,2021-05-17,17-05-2021,31.299999,25.6,36,10.9,62,16.5,,1000.7,Matched (3)
1308,2021-05-17,USS 0020686,96,0,2021-05-17,17-05-2021,31.299999,25.6,36,10.9,62,16.5,,1000.7,Matched (3)
1309,2021-05-17,USS 0020707,168,7.6599998,2021-05-17,17-05-2021,31.299999,25.6,36,10.9,62,16.5,,1000.7,Matched (3)
1310,2021-05-17,UST 0000711,624,13,2021-05-17,17-05-2021,31.299999,25.6,36,10.9,62,16.5,,1000.7,Matched (3)
1311,2021-05-17,UST 0000712,624,9.7700005,2021-05-17,17-05-2021,31.299999,25.6,36,10.9,62,16.5,,1000.7,Matched (3)
1312,2021-05-17,UST 0000713,624,9.1400003,2021-05-17,17-05-2021,31.299999,25.6,36,10.9,62,16.5,,1000.7,Matched (3)
1313,2021-05-17,UST 0002019,624,9,2021-05-17,17-05-2021,31.299999,25.6,36,10.9,62,16.5,,1000.7,Matched (3)
1314,2021-05-17,UST 0002020,624,7.4000001,2021-05-17,17-05-2021,31.299999,25.6,36,10.9,62,16.5,,1000.7,Matched (3)
1315,2021-05-17,UST 0002021,NA,152.72,2021-05-17,17-05-2021,31.299999,25.6,36,10.9,62,16.5,,1000.7,Matched (3)
1316,2021-05-18,USS 0004903,106,2.3199999,2021-05-18,18-05-2021,26,23.799999,30,14,92,22,,995.40002,Matched (3)
1317,2021-05-18,USS 0004927,124,4.25,2021-05-18,18-05-2021,26,23.799999,30,14,92,22,,995.40002,Matched (3)
1318,2021-05-18,USS 0004949,124,3.3699999,2021-05-18,18-05-2021,26,23.799999,30,14,92,22,,995.40002,Matched (3)
1319,2021-05-18,USS 0004966,110,.34999999,2021-05-18,18-05-2021,26,23.799999,30,14,92,22,,995.40002,Matched (3)
1320,2021-05-18,USS 0005019,288,1.51,2021-05-18,18-05-2021,26,23.799999,30,14,92,22,,995.40002,Matched (3)
1321,2021-05-18,USS 0008953,288,4.1599998,2021-05-18,18-05-2021,26,23.799999,30,14,92,22,,995.40002,Matched (3)
1322,2021-05-18,USS 0008983,288,3.95,2021-05-18,18-05-2021,26,23.799999,30,14,92,22,,995.40002,Matched (3)
1323,2021-05-18,USS 0009044,288,2.97,2021-05-18,18-05-2021,26,23.799999,30,14,92,22,,995.40002,Matched (3)
1324,2021-05-18,USS 0009063,288,2.76,2021-05-18,18-05-2021,26,23.799999,30,14,92,22,,995.40002,Matched (3)
1325,2021-05-18,USS 0009067,288,.55000001,2021-05-18,18-05-2021,26,23.799999,30,14,92,22,,995.40002,Matched (3)
1326,2021-05-18,USS 0009070,288,.050000001,2021-05-18,18-05-2021,26,23.799999,30,14,92,22,,995.40002,Matched (3)
1327,2021-05-18,USS 0009072,288,2.54,2021-05-18,18-05-2021,26,23.799999,30,14,92,22,,995.40002,Matched (3)
1328,2021-05-18,USS 0009073,288,2.5699999,2021-05-18,18-05-2021,26,23.799999,30,14,92,22,,995.40002,Matched (3)
1329,2021-05-18,USS 0009074,288,2.79,2021-05-18,18-05-2021,26,23.799999,30,14,92,22,,995.40002,Matched (3)
1330,2021-05-18,USS 0009075,288,3.29,2021-05-18,18-05-2021,26,23.799999,30,14,92,22,,995.40002,Matched (3)
1331,2021-05-18,USS 0009076,288,2.3299999,2021-05-18,18-05-2021,26,23.799999,30,14,92,22,,995.40002,Matched (3)
1332,2021-05-18,USS 0015695,186,.27000001,2021-05-18,18-05-2021,26,23.799999,30,14,92,22,,995.40002,Matched (3)
1333,2021-05-18,USS 0017113,96,.93000001,2021-05-18,18-05-2021,26,23.799999,30,14,92,22,,995.40002,Matched (3)
1334,2021-05-18,USS 0017137,384,0,2021-05-18,18-05-2021,26,23.799999,30,14,92,22,,995.40002,Matched (3)
1335,2021-05-18,USS 0017138,288,0,2021-05-18,18-05-2021,26,23.799999,30,14,92,22,,995.40002,Matched (3)
1336,2021-05-18,USS 0020686,96,0,2021-05-18,18-05-2021,26,23.799999,30,14,92,22,,995.40002,Matched (3)
1337,2021-05-18,USS 0020707,16,.69999999,2021-05-18,18-05-2021,26,23.799999,30,14,92,22,,995.40002,Matched (3)
1338,2021-05-18,UST 0000711,624,8.3800001,2021-05-18,18-05-2021,26,23.799999,30,14,92,22,,995.40002,Matched (3)
1339,2021-05-18,UST 0000712,624,7.5900002,2021-05-18,18-05-2021,26,23.799999,30,14,92,22,,995.40002,Matched (3)
1340,2021-05-18,UST 0000713,403,6.0300002,2021-05-18,18-05-2021,26,23.799999,30,14,92,22,,995.40002,Matched (3)
1341,2021-05-18,UST 0002019,403,5.5900002,2021-05-18,18-05-2021,26,23.799999,30,14,92,22,,995.40002,Matched (3)
1342,2021-05-18,UST 0002020,403,4.6399999,2021-05-18,18-05-2021,26,23.799999,30,14,92,22,,995.40002,Matched (3)
1343,2021-05-18,UST 0002021,NA,51.860001,2021-05-18,18-05-2021,26,23.799999,30,14,92,22,,995.40002,Matched (3)
1344,2021-05-19,USS 0004903,192,1.9299999,2021-05-19,19-05-2021,27.700001,22.200001,34,114,291,12.9,,1001,Matched (3)
1345,2021-05-19,USS 0004927,192,3.4100001,2021-05-19,19-05-2021,27.700001,22.200001,34,114,291,12.9,,1001,Matched (3)
1346,2021-05-19,USS 0004949,192,2.5599999,2021-05-19,19-05-2021,27.700001,22.200001,34,114,291,12.9,,1001,Matched (3)
